Visit Frequency;Days Since Last Loyalty Program Interaction;Purchase Recency;Average Spend per Visit;Loyalty Points Earned (Last X Days);Loyalty Points Redeemed (Last X Days);Total Loyalty Points Balance;Most Purchased Product Category;Change in Product Category;Time of Visit (Peak/Off-Peak);Preferred Order Method;Change in Order Method;Number of Complaints (Last X Days);Sentiment of Last Review/Feedback;Special Event Engagement;Churn Label
13;1;2;79125;177;29;2820;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
4;20;2;79124;228;230;669;Pastries;0;Morning;Takeaway;0;0;Positive;1;1
9;1;3;79124;33;499;2465;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
9;4;13;79109;334;15;2450;Coffee;0;Morning;Dine-in;0;2;Neutral;1;0
7;23;18;79091;41;454;750;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
6;1;9;79091;417;386;773;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
6;6;1;79076;78;77;1745;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;17;5;79075;494;342;2966;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
10;13;26;79075;179;293;1246;Coffee;0;Morning;Takeaway;0;0;Negative;1;0
8;7;5;79066;82;19;2837;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
4;54;1;79059;424;215;2465;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
10;17;2;79055;389;262;1136;Coffee;1;Morning;Dine-in;0;0;Neutral;1;0
6;12;7;79054;250;246;2239;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
6;3;20;79052;243;178;2679;Coffee;1;Evening;Dine-in;0;0;Positive;1;0
6;6;11;79050;488;46;1560;Lunch;0;Morning;Dine-in;0;0;Neutral;1;0
8;2;3;79041;77;487;1327;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
9;11;14;79040;474;272;1807;Coffee;0;Afternoon;Dine-in;0;0;Neutral;0;0
9;2;4;79039;432;282;2460;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
11;3;18;79037;59;453;380;Pastries;0;Afternoon;Dine-in;0;0;Negative;1;0
8;59;23;79033;74;174;2948;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;1
6;9;7;79031;480;492;1418;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;0;13;79022;268;497;1722;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
4;1;1;79010;411;355;1859;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;0;2;79004;370;427;1969;Lunch;0;Morning;Delivery;0;0;Positive;1;0
9;57;23;79002;227;440;643;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
7;16;3;78990;100;103;1629;Coffee;1;Morning;Delivery;0;1;Positive;1;0
9;3;5;78986;183;49;2719;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
4;1;17;78981;391;151;2070;Coffee;1;Afternoon;Dine-in;0;0;Negative;0;1
8;19;13;78980;143;62;257;Pastries;0;Evening;Dine-in;0;0;Negative;0;1
6;38;2;78972;476;114;288;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
7;5;4;78970;206;397;920;Coffee;0;Morning;Dine-in;0;0;Positive;0;1
10;2;15;78967;45;197;514;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
4;0;0;78967;399;92;750;Coffee;0;Evening;Dine-in;0;2;Positive;1;1
7;1;7;78965;170;277;2628;Pastries;0;Morning;Takeaway;0;0;Negative;0;0
6;19;1;78947;359;392;1678;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
8;2;11;78947;186;153;284;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
11;0;8;78946;140;268;38;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
6;7;0;78935;157;29;2499;Coffee;0;Afternoon;Takeaway;1;0;Positive;1;0
7;13;16;78934;165;437;779;Pastries;1;Evening;Takeaway;0;0;Neutral;1;0
8;9;3;78934;471;330;2752;Coffee;0;Afternoon;Delivery;0;1;Neutral;1;0
12;3;3;78934;46;442;814;Pastries;0;Evening;Dine-in;0;0;Neutral;1;0
5;20;10;78930;237;355;1279;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
6;1;24;78924;340;335;1472;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
5;4;0;78905;421;366;2223;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
6;17;2;78898;445;184;211;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
5;29;15;78891;130;477;1723;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;6;13;78881;418;56;2508;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
5;3;2;78881;440;380;721;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
8;17;2;78880;317;400;972;Coffee;0;Afternoon;Dine-in;1;0;Positive;1;0
6;2;7;78877;39;265;2902;Coffee;0;Afternoon;Delivery;0;0;Negative;1;0
7;19;3;78873;220;402;1665;Coffee;0;Morning;Delivery;0;0;Positive;1;0
8;1;2;78865;436;246;854;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;7;7;78860;76;376;1568;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;11;1;78857;317;48;2672;Pastries;1;Afternoon;Takeaway;0;0;Neutral;1;0
4;8;3;78857;422;52;624;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
10;24;2;78848;63;367;323;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
13;5;9;78841;29;225;2213;Coffee;0;Morning;Delivery;0;1;Neutral;1;0
5;25;6;78836;163;472;2181;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
5;5;8;78834;440;156;167;Coffee;0;Afternoon;Takeaway;0;0;Negative;1;1
6;5;1;78832;103;427;477;Lunch;0;Evening;Delivery;0;0;Positive;1;0
13;2;1;78829;52;157;2724;Coffee;0;Morning;Delivery;0;0;Positive;1;0
3;70;0;78821;184;328;429;Pastries;1;Evening;Dine-in;1;0;Neutral;1;1
6;26;21;78820;479;226;2561;Coffee;0;Evening;Delivery;0;0;Negative;1;1
10;20;10;78813;320;81;794;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;2;12;78792;234;190;1600;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
7;0;6;78785;400;7;1321;Coffee;1;Evening;Takeaway;0;0;Positive;0;0
9;17;0;78781;389;128;918;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
12;9;22;78778;488;463;150;Lunch;0;Morning;Takeaway;0;0;Positive;1;1
6;4;13;78772;263;47;1679;Pastries;0;Morning;Takeaway;0;1;Positive;0;0
10;7;37;78769;112;289;1012;Lunch;1;Afternoon;Dine-in;0;0;Positive;1;1
5;47;14;78763;329;447;2535;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
9;9;7;78757;188;160;1330;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;8;6;78741;311;103;496;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
5;5;2;78741;283;227;49;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
8;2;1;78738;467;78;813;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
4;0;4;78736;14;415;26;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
5;14;2;78735;115;414;779;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
2;23;6;78726;339;427;2570;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
8;30;10;78725;66;329;799;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
4;80;3;78724;434;59;994;Pastries;0;Morning;Dine-in;1;0;Negative;1;1
9;42;0;78709;403;182;2412;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;1
10;30;0;78699;407;413;1370;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;50;6;78693;261;288;2280;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;1
12;7;4;78691;236;257;1477;Pastries;0;Morning;Dine-in;0;1;Positive;1;0
9;3;1;78688;45;140;2263;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
9;27;12;78682;104;469;878;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
14;14;18;78658;395;484;1438;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
8;20;24;78652;40;163;1528;Pastries;0;Morning;Takeaway;0;1;Negative;1;1
11;6;3;78651;242;41;2879;Pastries;0;Morning;Dine-in;0;2;Positive;1;0
10;1;9;78651;177;371;317;Coffee;0;Afternoon;Takeaway;0;3;Positive;1;0
7;98;4;78648;448;408;186;Pastries;1;Afternoon;Dine-in;0;0;Positive;1;1
4;15;6;78646;345;296;621;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;25;4;78645;109;104;2636;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
7;12;17;78643;181;224;2514;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;3;3;78639;121;28;720;Lunch;0;Afternoon;Dine-in;0;0;Neutral;1;0
8;61;0;78635;422;328;1960;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
6;16;4;78628;280;259;1735;Coffee;0;Evening;Takeaway;0;1;Positive;1;0
7;5;4;78621;496;352;1581;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
5;29;5;78613;251;448;2487;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;17;6;78611;230;295;812;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
11;61;15;78610;455;150;1218;Lunch;0;Morning;Dine-in;0;1;Positive;1;1
6;14;0;78606;450;340;1502;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
7;52;19;78605;256;282;2541;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
6;9;0;78605;166;182;2060;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
7;2;11;78604;284;487;1369;Coffee;1;Afternoon;Dine-in;0;0;Neutral;0;1
11;4;7;78595;329;241;1006;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
5;8;8;78594;121;490;2205;Coffee;1;Morning;Dine-in;0;0;Positive;0;0
10;18;10;78588;225;362;2285;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
11;0;16;78587;212;236;2266;Pastries;0;Morning;Dine-in;0;3;Positive;1;0
10;18;5;78580;402;349;2560;Lunch;1;Morning;Dine-in;0;2;Neutral;1;0
10;16;0;78578;195;79;1221;Coffee;1;Afternoon;Dine-in;0;0;Positive;0;1
13;59;3;78573;202;238;67;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
4;7;25;78565;258;456;2721;Lunch;0;Evening;Takeaway;0;0;Neutral;1;1
9;1;5;78558;420;471;2915;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
5;10;10;78556;1;137;2284;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
8;42;1;78555;169;334;50;Pastries;1;Morning;Dine-in;0;1;Positive;1;0
6;27;24;78549;171;383;1639;Lunch;0;Morning;Takeaway;0;0;Neutral;1;0
12;27;39;78539;155;90;2522;Pastries;0;Morning;Dine-in;1;0;Positive;1;1
4;4;14;78537;299;7;686;Coffee;1;Morning;Dine-in;0;0;Neutral;1;0
8;7;1;78534;436;71;2653;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;24;4;78526;97;284;1195;Coffee;0;Morning;Dine-in;1;0;Positive;0;1
5;14;12;78523;21;209;1239;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
11;0;2;78507;263;286;1523;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
4;31;14;78496;394;138;1163;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
8;23;3;78488;87;471;2931;Pastries;0;Morning;Takeaway;1;0;Neutral;1;1
9;13;1;78485;2;32;84;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
7;9;10;78483;248;319;2106;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
4;4;37;78478;377;163;1267;Pastries;0;Afternoon;Dine-in;0;3;Positive;1;1
5;11;7;78463;74;387;724;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;0
11;8;10;78462;330;319;1196;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
9;6;14;78435;486;242;2301;Coffee;0;Morning;Dine-in;0;1;Neutral;1;0
9;1;3;78424;494;290;2960;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
7;8;1;78414;5;89;2898;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
12;2;2;78413;339;274;1022;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
8;1;2;78403;87;65;2243;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
11;10;23;78396;302;156;646;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;36;9;78386;367;139;933;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
7;31;28;78380;297;356;244;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
11;7;27;78377;15;413;687;Coffee;0;Morning;Takeaway;0;3;Positive;1;1
12;2;2;78372;185;176;195;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;9;6;78365;74;390;1711;Lunch;0;Afternoon;Dine-in;0;0;Negative;1;1
7;4;5;78365;51;225;1572;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
10;24;5;78365;101;259;869;Pastries;0;Morning;Dine-in;0;1;Positive;0;0
13;2;6;78350;43;456;1067;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
8;15;12;78347;414;295;2616;Coffee;0;Evening;Takeaway;0;1;Positive;1;0
5;8;5;78343;70;243;2309;Coffee;0;Evening;Delivery;0;0;Positive;1;0
11;15;10;78337;200;282;287;Pastries;0;Morning;Dine-in;0;2;Positive;1;0
2;8;4;78337;252;132;2753;Coffee;0;Evening;Delivery;1;0;Positive;1;1
5;12;10;78335;335;238;1376;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
6;27;30;78324;364;324;1365;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
7;7;10;78320;259;451;1574;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
6;0;26;78315;176;173;1785;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
7;33;31;78311;374;295;726;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
11;26;11;78310;225;281;1586;Lunch;0;Morning;Dine-in;0;1;Positive;1;0
12;27;5;78308;17;121;2042;Pastries;0;Afternoon;Dine-in;0;1;Positive;1;0
8;0;1;78307;313;94;654;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
10;2;20;78305;435;118;484;Coffee;0;Afternoon;Takeaway;1;0;Negative;1;0
6;18;8;78296;488;164;1796;Coffee;0;Morning;Dine-in;0;0;Neutral;0;1
5;24;9;78296;97;327;1231;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
11;1;12;78282;328;304;736;Coffee;0;Morning;Takeaway;1;0;Negative;1;0
6;4;17;78280;335;183;480;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;31;1;78271;313;103;112;Coffee;1;Morning;Takeaway;0;0;Positive;1;1
10;0;8;78267;400;61;1302;Coffee;1;Afternoon;Delivery;0;0;Neutral;1;0
16;17;5;78252;386;466;1598;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
11;3;2;78251;205;17;2097;Pastries;1;Morning;Takeaway;0;0;Positive;1;0
7;6;15;78244;346;342;102;Pastries;1;Morning;Dine-in;0;3;Positive;1;0
9;6;11;78243;403;431;2730;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
13;19;6;78242;22;94;1174;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;0;3;78235;51;364;1251;Coffee;0;Evening;Takeaway;0;2;Negative;1;1
9;3;6;78233;477;459;1208;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;23;14;78232;118;471;1099;Pastries;0;Afternoon;Takeaway;0;1;Positive;1;0
7;40;4;78227;140;187;2428;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;1
7;4;1;78226;442;417;615;Lunch;0;Afternoon;Takeaway;1;0;Positive;1;1
10;8;29;78224;285;406;2147;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
7;8;21;78221;0;261;258;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;1
5;24;4;78218;27;66;858;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
3;17;4;78212;317;363;944;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;0
6;2;18;78211;456;486;1675;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
8;15;19;78209;334;209;1477;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
9;16;1;78207;248;1;2572;Lunch;0;Morning;Takeaway;0;0;Negative;1;0
5;7;15;78204;392;206;1636;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;20;2;78203;217;39;2321;Coffee;0;Morning;Takeaway;1;0;Positive;1;0
10;4;28;78187;290;468;932;Pastries;1;Morning;Dine-in;0;1;Positive;1;1
8;16;16;78184;199;319;532;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;33;22;78176;452;3;1743;Pastries;1;Afternoon;Takeaway;1;0;Negative;1;1
4;1;11;78167;492;406;18;Coffee;0;Morning;Takeaway;0;2;Positive;1;0
5;30;24;78164;247;187;1556;Pastries;0;Morning;Dine-in;0;1;Positive;1;0
5;15;3;78162;273;28;1278;Coffee;0;Afternoon;Delivery;0;1;Positive;1;0
8;9;2;78156;103;186;957;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
6;61;5;78145;387;145;2163;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
12;14;5;78138;370;187;247;Pastries;0;Evening;Takeaway;1;1;Positive;1;0
14;0;0;78128;2;406;1034;Coffee;0;Morning;Dine-in;1;1;Positive;1;0
8;19;7;78125;33;247;1348;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
9;0;15;78124;434;367;2219;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
9;24;7;78120;154;337;1682;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;7;0;78113;266;452;517;Coffee;1;Morning;Dine-in;1;0;Neutral;0;1
6;5;1;78108;143;36;1281;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
12;0;2;78099;457;267;121;Coffee;1;Afternoon;Delivery;0;1;Positive;1;0
11;3;4;78099;71;465;1546;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
3;18;4;78095;199;419;2273;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
13;25;14;78094;140;98;209;Coffee;0;Morning;Dine-in;0;2;Positive;1;1
6;5;24;78091;147;42;754;Coffee;0;Morning;Takeaway;0;0;Negative;1;1
7;10;4;78068;150;491;2182;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;1;12;78064;212;440;35;Coffee;0;Morning;Takeaway;1;0;Positive;1;0
10;2;3;78053;380;322;1698;Lunch;0;Morning;Dine-in;1;0;Positive;1;0
15;21;0;78046;188;324;543;Coffee;0;Morning;Delivery;0;1;Neutral;1;0
7;15;4;78040;482;15;2469;Pastries;0;Morning;Dine-in;0;1;Neutral;0;0
9;14;7;78037;322;472;2860;Coffee;1;Morning;Dine-in;1;1;Positive;0;1
7;1;0;78034;272;308;2345;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;20;1;78032;415;216;781;Pastries;1;Evening;Takeaway;0;1;Positive;1;0
6;4;1;78024;157;454;2121;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
7;4;2;78013;333;187;2857;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
8;14;23;78011;300;193;1019;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
7;2;1;78011;116;353;2662;Coffee;1;Morning;Dine-in;0;1;Positive;0;0
5;10;1;78007;441;371;2750;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
7;16;19;77999;304;201;1758;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
7;19;12;77984;65;53;2932;Coffee;0;Morning;Takeaway;0;0;Positive;0;1
16;0;20;77983;14;238;1852;Coffee;1;Evening;Dine-in;0;0;Negative;1;0
8;16;31;77972;318;357;141;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
7;29;10;77962;198;256;1865;Pastries;1;Morning;Takeaway;0;0;Positive;1;0
8;3;6;77962;425;399;116;Coffee;0;Morning;Dine-in;0;3;Positive;1;1
8;26;3;77961;196;432;2490;Pastries;0;Evening;Delivery;0;0;Negative;1;0
10;5;8;77955;26;437;1724;Coffee;1;Morning;Delivery;0;0;Positive;1;1
9;28;19;77952;174;284;709;Pastries;0;Morning;Dine-in;0;0;Neutral;0;0
6;5;2;77948;376;304;1139;Coffee;0;Afternoon;Dine-in;0;0;Positive;0;0
7;7;4;77946;101;402;2975;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;5;1;77945;447;3;870;Pastries;0;Afternoon;Delivery;0;0;Positive;0;0
6;15;1;77937;495;78;540;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
5;1;37;77918;222;269;1876;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
9;6;0;77916;121;147;211;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
12;5;12;77904;492;362;1554;Coffee;1;Afternoon;Takeaway;0;0;Positive;1;1
11;14;0;77902;458;296;105;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
6;18;7;77901;20;225;864;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;0
4;7;20;77894;273;59;852;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;0
9;44;2;77890;103;217;805;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
10;24;4;77889;32;299;2849;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
2;8;5;77884;272;418;1992;Coffee;0;Evening;Dine-in;0;0;Negative;1;1
13;27;0;77883;253;291;2016;Pastries;1;Afternoon;Takeaway;0;0;Neutral;1;1
9;31;4;77881;315;498;2793;Pastries;0;Evening;Takeaway;0;0;Negative;1;1
9;17;7;77877;96;394;2522;Pastries;0;Afternoon;Dine-in;0;3;Positive;1;0
9;10;7;77864;77;4;434;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;1;1;77858;169;187;1200;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
4;12;18;77855;420;424;571;Lunch;1;Morning;Delivery;0;0;Positive;1;1
9;17;12;77853;228;3;591;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;38;46;77836;452;124;1188;Coffee;0;Evening;Takeaway;0;2;Neutral;1;1
7;31;14;77836;443;109;408;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;1
7;27;11;77832;85;357;1881;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
9;5;25;77819;416;70;2748;Coffee;0;Morning;Dine-in;0;2;Positive;1;0
9;8;4;77813;74;437;1878;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
10;21;27;77812;260;428;1844;Coffee;0;Afternoon;Delivery;0;1;Neutral;1;1
7;2;1;77808;134;398;641;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
6;1;17;77808;236;384;2311;Pastries;0;Afternoon;Delivery;0;0;Neutral;1;0
3;15;10;77805;28;409;2348;Pastries;0;Morning;Dine-in;0;0;Positive;1;1
8;9;3;77804;351;388;1666;Lunch;0;Morning;Dine-in;0;0;Positive;0;0
7;13;8;77787;201;276;2639;Pastries;1;Morning;Takeaway;0;0;Positive;1;0
7;8;7;77786;226;412;168;Coffee;0;Morning;Takeaway;0;0;Negative;1;0
11;5;1;77785;138;3;1977;Coffee;0;Afternoon;Dine-in;0;0;Positive;0;0
8;18;9;77780;54;177;1431;Coffee;0;Morning;Delivery;0;0;Neutral;1;0
8;6;14;77780;332;439;1821;Pastries;0;Morning;Dine-in;0;1;Neutral;1;0
6;14;37;77764;347;228;338;Pastries;0;Morning;Dine-in;0;0;Positive;1;1
12;1;8;77763;70;58;1336;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
7;32;8;77763;238;407;1048;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;10;13;77760;168;376;2061;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;0
4;35;1;77755;239;461;2318;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;1
8;36;3;77741;256;243;142;Coffee;0;Morning;Delivery;0;0;Positive;1;0
7;0;2;77741;320;374;1319;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
4;43;6;77739;416;186;1162;Pastries;1;Morning;Takeaway;0;0;Negative;1;1
8;4;23;77739;312;377;2541;Coffee;1;Morning;Delivery;1;3;Neutral;1;1
10;0;4;77734;360;79;2839;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;1;5;77730;75;53;2045;Pastries;0;Afternoon;Dine-in;0;0;Negative;1;0
6;3;12;77728;224;159;1343;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
4;16;1;77725;141;342;182;Coffee;0;Morning;Delivery;0;1;Positive;0;1
4;7;3;77721;90;173;748;Pastries;0;Morning;Takeaway;0;0;Neutral;1;1
10;14;1;77716;434;115;2337;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
7;9;4;77714;451;279;683;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
13;27;0;77707;391;57;2216;Coffee;0;Evening;Delivery;0;0;Neutral;1;0
8;10;14;77702;379;38;647;Pastries;1;Afternoon;Takeaway;0;0;Neutral;1;0
11;15;5;77701;92;349;40;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
5;2;15;77692;44;472;1;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
4;14;0;77689;383;9;2136;Coffee;1;Morning;Dine-in;0;1;Positive;1;1
10;3;7;77674;31;179;1746;Coffee;0;Morning;Delivery;0;0;Positive;1;0
7;32;5;77673;286;334;1480;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
7;39;0;77672;304;346;1945;Coffee;0;Morning;Dine-in;0;0;Neutral;1;1
10;6;3;77667;83;258;144;Lunch;0;Evening;Dine-in;0;0;Positive;0;1
3;5;20;77661;124;363;823;Coffee;1;Afternoon;Dine-in;1;0;Positive;1;1
8;7;6;77658;320;31;1551;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
4;4;6;77651;60;71;458;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
4;18;4;77648;271;11;759;Coffee;0;Evening;Delivery;0;0;Positive;0;0
8;33;0;77644;435;453;1840;Lunch;0;Evening;Dine-in;0;0;Positive;1;0
7;7;20;77633;256;432;1885;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;4;14;77632;405;35;2871;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;22;20;77630;231;327;2435;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
7;15;34;77629;377;212;2440;Pastries;1;Afternoon;Dine-in;0;0;Positive;1;0
5;0;7;77623;243;310;2908;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
11;11;6;77606;417;249;973;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;19;0;77604;169;433;2975;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;9;2;77596;490;99;2946;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
5;0;9;77594;399;306;2662;Coffee;0;Evening;Takeaway;1;0;Positive;1;0
7;7;18;77591;22;428;183;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
5;7;21;77587;183;440;1038;Pastries;0;Evening;Takeaway;0;0;Positive;1;1
9;58;4;77587;230;411;2966;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;34;7;77585;139;188;1534;Pastries;0;Evening;Delivery;0;0;Positive;1;1
8;34;17;77583;284;48;2776;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
17;1;8;77583;487;76;1020;Lunch;1;Evening;Dine-in;0;0;Negative;1;1
